id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_category
784,1892,YES,0.7,no,5,0,47,0.4,110,4,10,1399,1564,2172,17,14,3,yes,1,Yes,0
785,915,not,1.1,no,6,0,56,0.6,187,8,17,532,1448,905,19,10,12,no,1,No,0
786,774,yes,2.8,not,7,1,55,0.9,124,3,18,8,896,3916,8,1,12,yes,1,no,1
787,1848,YES,1.4,Yes,2,1,42,0.7,179,2,10,154,605,3902,11,9,3,yes,0,Yes,1
788,1501,no,1.1,no,12,1,2,0.2,187,1,15,198,1056,2487,13,12,16,YES,1,yes,0
789,1614,no,1.9,no,8,1,55,0.3,188,3,17,860,1330,3914,17,13,13,yes,0,no,1
790,911,yes,2.9,Not,0,0,46,0.1,181,5,1,461,670,363,9,5,17,no,1,no,0
791,1520,not,0.5,Not,1,1,24,0.7,199,5,8,109,1909,3233,13,3,4,Yes,0,yes,1
792,1647,Not,1.4,yes,3,1,38,0.3,102,6,15,193,1185,2532,16,14,15,Yes,0,yes,0
793,1347,no,0.9,yes,8,1,53,0.8,108,6,15,961,1008,3836,15,3,14,yes,0,yes,1
794,967,yes,1.6,no,4,0,25,0.6,92,8,9,243,1642,3076,7,4,18,no,1,yes,0
795,1442,NO,2.2,not,0,1,56,0.7,145,5,3,1626,1668,1513,11,8,7,yes,1,no,0
796,1204,yes,2.6,No,0,0,10,0.3,199,7,3,480,1482,1724,11,2,19,yes,0,no,0
797,1320,NO,2.1,yes,0,1,41,0.6,144,7,2,123,1229,542,11,1,14,has,1,no,0
798,1800,yes,0.7,no,2,1,8,0.4,100,7,6,400,823,3481,10,8,8,yes,0,yes,1
799,1567,No,2.1,Yes,3,0,22,0.8,153,3,19,190,1326,3991,15,2,10,yes,0,no,1
800,1439,no,0.9,no,12,1,20,0.8,147,1,17,626,932,1790,19,12,15,Yes,0,yes,0
801,1422,no,1,no,15,0,3,0.1,112,1,17,1,926,509,19,1,3,yes,1,yes,0
802,1591,Yes,2.2,yes,4,1,52,1,161,3,16,548,1641,282,10,9,14,Yes,1,Has,0
803,880,not,1.7,No,2,0,6,0.6,198,4,19,632,660,3006,6,4,3,YES,0,no,0
804,1929,yes,0.5,yes,0,1,19,1,163,6,2,349,1051,1913,12,7,6,yes,1,no,0
805,1642,yes,1.6,yes,0,0,5,0.4,102,5,2,1686,1889,1333,18,0,2,NO,0,yes,0
806,1511,no,2.5,yes,3,0,21,0.2,114,3,18,1455,1982,3746,10,0,5,yes,0,no,1
807,1312,Not,1.3,no,5,1,10,0.6,163,2,9,95,893,3941,6,2,13,yes,1,yes,1
808,1852,No,1.4,no,4,1,10,0.7,196,1,18,580,1163,3970,13,1,11,yes,0,yes,1
809,972,yes,1.3,no,8,0,44,0.7,82,7,10,297,589,3925,7,6,7,NO,1,no,1
810,691,yes,2.7,Yes,4,1,33,0.9,108,4,8,951,962,424,5,3,15,yes,1,yes,0
811,807,no,0.5,no,9,0,8,0.3,158,5,20,667,697,1284,17,13,2,no,1,Has,0
812,1113,No,0.6,yes,0,0,25,0.3,145,1,10,1047,1312,277,11,2,12,yes,0,yes,0
813,721,yes,1.3,yes,10,0,16,0.9,125,1,18,408,1862,1713,10,3,4,no,1,Yes,0
814,1188,YES,1.5,Has,0,0,54,0.3,198,6,2,1150,1469,485,12,7,7,no,1,Not,0
815,1512,has,0.5,No,1,0,52,0.1,131,1,14,333,952,3002,6,5,7,no,0,has,0
816,805,yes,0.7,no,0,0,64,0.1,97,4,14,641,704,418,11,6,17,no,1,Yes,0
817,918,No,0.9,yes,1,0,8,0.1,123,7,5,653,671,1652,17,4,14,Yes,1,No,0
818,1320,no,0.5,yes,7,0,48,0.2,168,5,16,103,1583,2893,8,5,9,no,0,yes,0
819,1236,no,0.9,yes,2,1,57,0.1,188,1,14,517,809,1406,14,12,20,yes,0,yes,0
820,1387,no,0.5,no,0,1,61,0.5,98,3,0,785,1151,629,5,3,11,Yes,1,no,0
821,1883,yes,2.7,Yes,6,1,30,0.5,95,2,10,531,791,3724,16,15,20,Yes,1,yes,1
822,839,no,2,YES,0,0,14,0.4,175,7,3,564,1391,3835,15,8,11,Yes,0,no,1
823,1593,Yes,1,no,0,1,52,0.7,130,8,0,761,1336,1354,15,13,13,yes,1,Has,0
824,1722,yes,1,no,7,0,25,0.8,88,6,19,1179,1638,2376,5,1,19,no,0,Yes,1
825,1954,No,0.6,yes,8,0,7,0.9,126,3,9,673,690,3438,17,12,13,yes,0,NO,1
826,1788,yes,0.5,yes,15,1,2,0.3,150,6,20,472,1073,2655,12,2,4,yes,0,yes,0
827,1628,no,0.5,NO,5,1,33,0.9,101,6,8,412,643,3361,16,10,13,YES,0,no,1
828,1965,NO,0.5,Not,6,1,4,1,84,7,9,977,1660,3535,17,0,16,Yes,1,yes,1
829,833,Yes,2.2,no,4,0,27,0.9,124,1,6,359,1395,2150,9,5,7,Not,1,yes,0
830,571,NO,0.6,no,1,1,43,0.5,141,3,8,224,783,2587,7,5,18,yes,0,no,0
831,1808,Yes,0.5,Yes,1,0,31,0.5,92,2,16,714,1208,2736,9,1,8,no,0,has,1
832,1860,no,0.5,Has,2,1,55,0.7,83,6,3,195,799,676,15,0,4,yes,0,Yes,0
833,1368,has,1.6,Yes,4,0,9,0.1,115,7,7,843,1145,2941,13,12,17,no,1,no,1
834,1161,no,1.3,yes,0,1,21,0.6,126,8,12,308,1169,3336,6,4,14,yes,0,yes,1
835,1224,has,1.6,No,9,0,33,1,157,1,18,522,563,3796,10,5,13,yes,1,no,1
836,902,yes,0.6,yes,0,0,63,0.7,122,5,14,364,1360,3654,18,8,15,No,1,yes,1
837,787,Has,0.5,no,15,0,11,0.6,93,1,16,806,1423,2934,8,6,14,yes,0,Yes,0
838,854,no,0.5,no,2,0,30,0.5,125,8,5,518,1152,2889,5,2,11,no,0,yes,0
839,1184,No,1.5,yes,1,1,48,0.6,191,1,6,519,1577,3315,17,7,14,yes,1,yes,1
840,1973,No,1.6,yes,5,1,39,0.8,152,4,6,792,1181,1993,9,0,5,yes,0,NO,0
841,510,no,1.7,yes,3,0,35,0.8,120,3,6,382,1228,2509,17,2,11,no,1,Yes,0
842,966,no,2,No,8,1,34,0.5,118,2,10,214,1523,3534,18,17,11,YES,1,yes,1
843,1438,has,1.8,no,3,0,16,0.6,169,8,7,859,867,2246,14,11,15,no,0,No,0
844,1986,No,0.5,no,7,0,51,0.4,95,3,9,342,774,3165,5,0,13,yes,0,no,1
845,1907,No,2,no,13,0,55,0.9,105,7,15,713,1513,286,14,4,17,Yes,0,yes,0
846,1489,no,2.4,yes,8,0,32,0.6,200,1,16,172,812,776,7,6,8,no,0,NO,0
847,1843,Yes,1.8,yes,13,1,16,0.7,134,6,18,118,580,3213,15,14,15,yes,1,no,1
848,825,Yes,1.5,No,11,0,38,0.4,94,3,18,540,783,716,11,4,14,No,1,no,0
849,1286,yes,2.3,no,10,1,16,0.1,98,2,18,18,662,424,10,5,4,yes,1,no,0
850,840,No,0.6,no,0,1,63,0.8,137,7,19,987,1081,3486,12,8,18,yes,1,no,1
851,757,NO,2.3,YES,5,1,58,0.2,163,4,7,535,697,3237,19,12,9,Yes,0,yes,0
852,814,yes,1.1,Yes,2,0,41,0.8,177,2,10,1092,1406,1944,16,6,12,yes,0,No,0
853,1195,yes,1.1,yes,2,1,8,0.9,80,6,6,327,1001,643,14,2,19,yes,0,No,0
854,767,no,0.8,no,7,1,10,0.5,107,4,12,517,1995,2317,6,0,12,yes,1,Has,0
855,1068,no,1.3,Not,6,1,52,0.1,97,8,7,994,1500,1436,16,1,15,yes,0,no,0
856,994,yes,2.8,yes,0,0,56,0.5,173,3,3,491,530,3190,5,2,20,Yes,1,yes,0
857,1550,YES,2.5,No,6,0,21,0.8,133,2,11,268,832,2338,16,1,15,no,1,no,0
858,1878,YES,0.5,no,9,0,29,0.6,85,8,19,210,1026,1334,18,7,2,no,0,No,0
859,623,no,2,no,2,0,6,0.1,127,3,4,144,672,3657,17,3,19,yes,1,No,0
860,1829,yes,0.5,no,0,1,15,0.4,160,5,7,729,1267,2080,16,11,12,has,0,yes,0
861,525,NO,2.4,yes,11,0,35,0.8,190,7,20,82,670,1609,16,11,3,NO,0,NO,0
862,1065,yes,0.5,no,0,1,14,0.7,89,2,2,188,928,3078,10,1,18,yes,0,Yes,0
863,1425,no,1.2,NO,9,1,35,0.7,127,8,14,150,1897,590,13,2,6,yes,1,yes,0
864,1296,not,1.4,yes,3,0,11,0.2,129,7,4,1222,1382,2552,19,8,10,YES,1,yes,0
865,642,NO,2.8,no,3,0,34,0.8,197,2,15,331,1011,3355,12,5,13,no,0,NO,0
866,1664,yes,2.9,yes,9,1,15,0.5,177,7,19,1178,1929,1968,12,7,9,yes,0,no,0
867,1498,Yes,0.7,no,3,1,8,0.1,170,7,4,347,1076,3358,7,3,19,yes,0,Not,1
868,981,Has,1.9,yes,0,0,2,0.1,136,3,7,75,688,1539,19,12,19,no,0,No,0
869,1236,yes,2.8,no,6,1,32,0.3,143,4,18,492,1403,942,16,12,14,Yes,1,yes,0
870,1673,no,2.8,yes,7,0,9,0.1,187,3,10,65,734,3669,9,1,10,YES,0,yes,1
871,712,Has,1.6,no,6,1,9,0.8,172,2,14,881,1234,3612,13,5,4,Yes,0,no,1
872,569,yes,0.5,yes,10,1,4,0.8,170,3,19,351,1159,2351,8,7,10,yes,1,Not,0
873,603,yes,0.7,Yes,0,1,64,0.2,156,6,0,1842,1968,604,10,4,8,YES,1,Yes,0
874,1332,not,0.8,Yes,2,0,11,0.5,187,2,4,758,1165,1285,5,0,9,yes,1,no,0
875,1413,no,0.6,no,0,1,13,0.1,128,1,0,1323,1481,515,5,0,18,yes,1,NO,0
876,1064,no,2.9,yes,1,1,34,0.2,184,6,13,1175,1569,654,16,13,6,Yes,0,NO,0
877,1444,no,0.6,no,2,0,48,0.5,82,5,17,1092,1554,2540,17,2,15,yes,1,YES,1
878,1366,Yes,1.7,yes,5,1,53,0.2,161,5,9,647,1876,3869,17,5,14,yes,0,yes,1
879,906,no,2.1,Yes,7,0,18,0.1,136,2,11,1102,1793,3412,13,8,16,yes,0,no,1
880,1554,NO,2.7,yes,3,1,47,0.7,185,5,12,319,1367,509,12,3,19,yes,0,no,0
881,1187,no,2.3,No,0,1,21,0.2,122,6,6,215,1125,2547,10,3,5,Yes,1,no,0
882,1156,yes,2.7,yes,1,1,30,0.9,173,3,16,945,1913,2735,16,15,13,yes,0,yes,0
883,1918,no,2.8,no,1,0,22,0.3,139,1,5,381,1203,1369,9,6,6,no,1,yes,0
884,841,yes,0.5,has,8,0,39,0.1,199,6,13,546,828,2942,11,5,16,No,1,Yes,0
885,730,yes,1.3,Has,6,0,6,0.9,167,7,10,1096,1155,2812,10,1,17,No,0,NO,0
886,878,yes,1.3,No,13,1,31,0.5,153,4,18,575,618,3497,9,7,11,Yes,1,no,0
887,1059,no,0.5,yes,0,0,50,0.7,182,8,1,519,1545,619,5,3,18,no,1,Has,0
888,1578,No,2.9,no,8,0,3,0.9,200,1,20,342,670,3483,17,4,16,yes,0,No,1
889,1829,no,1.7,NO,0,0,36,0.8,112,5,1,291,563,1475,11,4,7,no,0,no,0
890,1132,no,1,NO,0,0,8,0.1,157,1,4,1091,1293,1950,11,2,6,no,1,Yes,0
891,1652,no,0.6,YES,4,1,40,1,198,7,6,352,1084,3592,7,6,6,has,0,no,1
892,912,no,0.5,Yes,0,0,58,0.3,107,5,1,165,1723,3573,17,3,20,yes,1,NO,1
893,1181,not,2.3,no,12,1,61,0.6,116,2,16,385,831,2020,6,0,18,Yes,1,NO,0
894,1497,yes,0.7,no,5,0,32,0.7,92,3,9,1920,1933,1329,6,1,7,yes,1,No,0
895,1790,Yes,2.3,yes,3,1,49,0.5,100,3,11,396,1980,3568,6,2,18,yes,0,YES,1
896,1742,yes,1.6,no,3,0,49,0.8,100,1,9,1134,1469,1947,5,4,6,Yes,0,Yes,0
897,1549,yes,0.5,no,4,0,8,0.4,158,5,7,721,1514,1998,12,7,15,yes,1,no,0
898,1372,yes,2.7,no,7,0,34,0.4,193,4,17,687,937,725,11,3,20,yes,0,no,0
899,1112,No,0.5,no,0,1,12,0.9,190,4,6,777,1119,3302,11,0,20,Yes,1,YES,1
900,1005,no,0.5,no,0,0,46,0.4,133,8,17,176,1556,3884,17,0,20,no,1,yes,1
901,783,yes,1.7,yes,9,1,27,0.3,150,6,11,458,1263,1185,15,4,6,yes,1,yes,0
902,1698,no,2.5,no,10,1,26,0.4,105,2,18,485,1819,1656,5,3,17,yes,0,yes,0
903,899,yes,2.7,no,3,1,53,0.3,192,4,11,641,1638,2870,19,16,10,yes,0,Yes,0
904,1062,no,1.5,no,3,0,45,0.2,151,3,4,798,1435,911,14,2,9,No,0,Not,0
905,989,yes,2,no,4,0,17,0.2,166,3,19,256,1394,3892,18,7,19,yes,1,Not,1
906,1983,yes,1.2,YES,6,1,27,0.6,125,1,11,370,1197,3897,12,10,10,Yes,1,yes,1
907,1800,Has,3,no,5,0,53,0.3,87,1,12,191,1108,656,14,10,18,not,0,yes,0
908,1254,NO,1.7,no,0,1,45,0.4,146,3,3,1571,1956,606,7,2,2,yes,1,yes,0
909,868,not,1.7,no,0,0,30,0.8,83,4,0,276,1026,1653,11,7,17,yes,0,no,0
910,1205,no,0.5,yes,3,0,12,0.6,175,4,6,573,614,860,14,1,14,has,0,yes,0
911,1284,yes,2.8,yes,0,0,10,0.9,155,2,14,160,516,2197,16,2,9,No,1,Yes,0
912,626,no,0.7,Yes,2,1,23,0.5,187,2,9,90,1334,3458,7,5,11,Yes,0,Yes,0
913,1763,no,2.9,YES,1,1,53,0.2,101,4,20,138,806,2066,12,9,17,YES,1,Yes,0
914,694,yes,1.8,yes,15,0,36,0.4,193,4,20,983,1230,3676,12,8,5,yes,0,yes,1
915,1265,NO,0.6,yes,4,1,49,0.5,90,1,5,275,687,1518,16,11,8,Yes,0,yes,0
916,816,yes,0.5,No,4,0,14,0.9,198,3,13,149,558,1018,17,10,15,Yes,0,no,0
917,904,no,1.8,no,3,1,35,0.4,168,3,4,42,507,1360,15,12,11,yes,0,no,0
918,979,no,0.5,Yes,0,1,5,0.5,164,7,2,793,1670,3449,5,2,14,Yes,0,no,1
919,1531,no,2,NO,0,1,60,0.4,162,6,1,625,765,2524,13,11,7,yes,0,No,0
920,934,no,2,yes,2,0,30,0.7,182,8,15,521,1190,703,10,8,7,no,0,Yes,0
921,1624,has,2.6,YES,0,0,58,1,200,3,11,1530,1744,1251,13,4,18,no,1,yes,0
922,874,no,1.3,No,5,0,8,0.5,185,1,20,442,1248,582,6,4,15,NO,0,NO,0
923,1027,yes,2.2,No,0,0,63,0.8,102,5,4,152,714,1732,8,5,13,NO,1,Has,0
924,1966,No,0.8,YES,15,1,48,0.2,144,1,16,1242,1973,1252,6,4,19,Yes,1,YES,0
925,1048,has,1.5,no,2,1,29,1,182,1,4,29,1670,2146,11,10,2,Yes,0,No,0
926,1496,Has,1.9,yes,13,0,38,0.1,126,4,14,501,506,1927,17,4,6,not,0,yes,0
927,959,has,1.7,no,15,0,13,0.4,155,4,16,87,736,3328,10,9,10,YES,1,yes,0
928,1349,yes,2.2,yes,5,0,55,0.1,105,7,7,648,1019,2462,15,7,17,yes,0,yes,0
929,1689,Yes,2.4,yes,0,1,13,0.9,168,2,9,521,674,1172,12,11,17,YES,1,YES,0
930,1558,Yes,2.4,no,0,1,27,0.1,146,1,1,120,1409,3598,9,2,12,yes,0,yes,1
931,582,no,0.5,YES,3,0,27,0.2,168,3,10,985,1420,2437,19,2,2,yes,1,yes,0
932,1485,NO,2.8,no,3,1,44,0.1,138,4,14,341,774,3271,14,12,8,yes,1,not,1
933,1991,yes,1.8,no,11,0,9,0.7,94,3,12,751,1377,1511,17,8,9,no,0,no,0
934,553,no,0.5,yes,2,1,23,0.5,119,3,3,993,1517,2981,7,3,14,yes,0,no,0
935,1231,no,0.7,YES,2,0,7,0.9,113,1,7,43,1663,3119,9,4,15,yes,1,no,1
936,805,no,0.8,No,1,0,34,0.6,88,6,2,1262,1538,3647,18,11,9,yes,0,YES,1
937,764,yes,1.2,yes,1,0,13,1,152,8,2,361,511,3148,18,7,6,yes,1,no,0
938,894,NO,0.9,NO,5,1,54,0.2,130,3,15,104,541,2829,11,5,13,yes,0,Yes,0
939,1589,no,2.6,NO,9,0,46,0.4,84,3,16,618,940,2373,11,9,20,has,1,no,0
940,1456,no,1.6,yes,9,1,39,0.1,80,8,10,815,1666,3998,6,3,13,YES,1,no,1
941,743,Not,0.5,yes,0,1,33,0.3,95,2,1,1587,1659,316,19,10,4,yes,0,No,0
942,1061,Has,2.1,No,3,1,52,0.1,109,7,4,138,1330,999,16,12,9,yes,1,No,0
943,1428,Yes,1.6,no,0,0,7,0.1,153,4,2,584,983,1808,12,8,13,no,1,No,0
944,674,yes,2.8,yes,0,1,8,0.2,93,3,0,750,772,589,18,6,4,YES,1,no,0
945,832,No,1.1,no,0,1,46,0.3,93,6,0,820,1366,3317,8,0,19,YES,1,No,1
946,1625,yes,0.5,Yes,2,1,50,0.1,107,8,17,8,1219,670,16,3,8,yes,0,No,0
947,907,no,1.4,Yes,3,0,42,0.2,151,1,16,171,507,584,11,9,6,yes,0,no,0
948,1631,Not,0.5,no,2,1,13,0.5,166,2,16,960,1735,2173,12,3,8,Yes,1,no,0
949,1584,yes,1.3,No,6,0,41,0.6,135,4,15,160,1291,1561,10,5,17,not,0,yes,0
950,1382,Yes,0.5,no,7,1,13,0.3,199,2,18,612,719,2073,16,7,9,yes,0,yes,0
951,633,Has,1.4,no,0,1,46,0.7,102,6,10,709,1915,1401,19,14,11,yes,1,No,0
952,1444,yes,2.1,no,9,0,38,0.4,104,7,16,624,917,3764,14,9,10,no,0,NO,1
953,852,yes,1.6,Has,6,1,54,0.4,147,5,7,538,730,1275,13,7,12,yes,0,yes,0
954,922,yes,0.7,no,0,1,47,1,157,8,14,1295,1808,1464,17,4,12,Yes,0,Yes,0
955,1745,not,1.5,YES,4,1,57,0.1,159,3,16,1164,1908,2885,13,11,5,has,1,yes,1
956,862,no,2.3,No,9,1,6,0.1,107,8,14,829,1977,3458,9,4,9,has,1,Yes,1
957,1754,Yes,2.1,yes,1,1,52,1,101,4,3,199,1452,3019,11,6,19,yes,0,yes,1
958,1008,not,2.5,no,3,0,36,1,109,1,14,825,1972,1083,6,4,6,no,0,NO,0
959,1569,no,0.5,YES,3,0,33,0.2,147,1,13,519,930,3538,18,1,15,yes,0,Yes,1
960,1596,no,2.9,yes,7,0,7,0.7,149,2,9,169,1190,2493,14,12,13,YES,1,Yes,0
961,1807,yes,0.5,yes,2,1,61,0.1,134,6,6,1734,1968,3726,8,5,15,yes,0,NO,1
962,1660,No,2.8,YES,4,0,7,0.8,184,1,6,76,1165,1531,12,0,7,no,0,Not,0
963,1861,YES,0.9,no,4,1,55,0.5,148,7,8,1698,1877,601,7,5,4,yes,0,no,0
964,648,No,1.9,yes,4,0,8,1,91,5,19,819,1997,2991,8,7,4,NO,0,has,0
965,1379,No,0.5,yes,1,0,19,0.3,134,8,17,387,671,3912,11,2,19,No,1,Yes,1
966,1910,Yes,1.7,no,0,0,34,0.6,115,2,0,985,1284,309,8,4,10,no,0,Yes,0
967,1807,no,2,Yes,0,1,13,0.5,155,8,0,970,974,323,9,3,3,Yes,1,yes,0
968,1923,no,0.5,Yes,7,0,46,0.5,191,1,10,767,1759,1489,10,9,3,Yes,1,yes,0
969,1345,yes,3,no,7,1,38,0.1,162,3,11,512,1465,1322,9,2,15,yes,0,no,0
970,904,no,1.6,has,5,1,14,0.2,102,8,9,56,760,1846,7,0,3,has,0,yes,0
971,1239,NO,1.2,yes,5,1,52,0.9,122,2,10,590,661,417,8,0,6,yes,0,yes,0
972,1330,no,0.9,no,6,1,52,0.8,84,4,12,462,1304,3269,19,6,8,yes,1,No,1
973,516,yes,0.7,yes,1,0,30,0.9,138,1,12,126,698,3731,17,13,15,NO,0,no,0
974,672,yes,0.5,Has,0,0,54,0.9,95,4,11,578,1143,667,17,8,14,no,0,No,0
975,892,Yes,0.5,No,0,1,47,0.4,94,1,18,655,1782,1241,12,3,9,YES,0,Yes,0
976,1778,not,0.5,no,0,1,23,0.5,101,6,11,1028,1445,3941,19,6,13,Yes,0,no,1
977,1130,Yes,2.5,no,4,1,58,0.1,132,5,14,88,1261,1018,17,1,16,yes,0,no,0
978,1359,no,0.6,no,4,0,59,0.3,86,2,6,1692,1902,3142,19,3,17,No,1,yes,1
979,1866,Yes,2.5,Yes,3,1,47,0.8,89,5,9,358,1782,1444,7,4,20,Yes,0,Not,0
980,1597,no,2.3,No,11,0,34,0.4,89,1,14,64,1667,934,16,10,9,no,1,Not,0
981,1046,yes,2.8,yes,0,1,58,0.2,100,8,0,259,1040,3863,17,12,9,yes,1,has,1
982,1035,no,0.6,YES,2,1,44,0.5,99,3,3,236,1960,3506,14,5,12,Yes,1,no,1
983,1175,Yes,1.3,no,2,0,19,0.3,164,7,9,873,1394,1944,9,4,9,Yes,1,NO,0
984,1261,has,0.5,Yes,0,1,11,0.2,90,4,0,858,1591,348,14,9,14,Yes,0,Yes,0
985,1068,NO,0.7,yes,9,0,51,0.5,124,4,15,1405,1910,550,12,8,6,YES,1,Not,0
986,1713,No,3,Has,5,1,20,0.9,104,7,17,237,890,971,11,10,10,yes,0,no,0
987,1688,no,2.5,Not,0,1,21,0.2,170,7,0,650,864,3984,17,14,8,yes,1,yes,1
988,1413,Yes,0.5,Has,4,1,45,0.4,104,5,6,1949,1994,2973,17,8,15,yes,0,yes,1
989,559,yes,0.5,no,10,0,11,0.4,82,5,14,541,823,2019,10,4,16,yes,1,Yes,0
990,1483,YES,2.6,yes,13,0,19,0.6,146,7,19,361,1552,1587,9,4,19,No,0,no,0
991,860,yes,1.6,Has,13,0,48,0.5,187,7,18,335,1463,1870,17,2,18,yes,0,Not,0
992,1090,no,1.3,yes,5,0,27,0.1,91,4,16,1638,1910,1352,5,1,11,NO,1,no,0
993,686,yes,0.5,Not,11,0,3,0.3,91,6,15,1109,1392,570,7,6,19,no,1,No,0
994,818,no,1.3,no,14,0,43,0.9,177,6,15,111,510,546,12,6,7,yes,1,yes,0
995,1456,no,1.6,has,5,0,49,0.2,193,3,20,1285,1427,3624,12,11,16,Has,1,no,1
996,774,Not,0.5,YES,2,1,10,0.5,188,2,9,1480,1731,2944,8,6,2,Yes,1,Yes,0
997,1068,no,0.5,Yes,0,1,19,0.9,197,8,9,322,875,1209,19,12,12,Yes,1,no,0
998,1373,YES,1.9,YES,1,1,29,0.9,141,6,12,1220,1348,2752,15,2,7,yes,1,yes,1
999,1777,has,3,no,3,0,20,0.6,188,6,5,511,616,3868,5,1,7,Not,1,Yes,1
1000,594,no,0.8,No,2,1,28,0.1,132,5,3,1011,1263,3087,16,4,4,YES,1,Yes,0
1001,1524,No,2.6,has,5,0,57,0.5,124,2,12,629,635,947,11,4,16,no,1,YES,0
1002,511,Has,0.6,yes,12,0,50,0.1,175,3,16,140,622,1484,9,7,8,has,0,no,0
1003,1402,YES,0.6,yes,3,0,46,0.3,87,7,12,1081,1767,347,17,0,12,yes,0,Yes,0
1004,965,yes,0.5,no,15,0,53,1,131,8,19,297,653,3227,12,6,8,yes,0,No,0
1005,1270,YES,2.3,No,0,0,58,0.5,104,5,1,1512,1716,3299,13,4,16,No,0,YES,1
1006,919,no,0.5,YES,11,0,13,0.3,159,1,15,275,570,1028,8,4,17,yes,0,no,0
1007,1963,Yes,1,no,16,1,34,0.1,157,2,17,1136,1813,714,18,2,2,yes,0,yes,0
1008,1977,Not,1.3,yes,2,0,31,0.4,173,8,6,1145,1356,2641,8,2,7,NO,0,no,1
1009,1881,no,2.2,no,4,0,51,0.3,158,5,7,477,1553,1229,12,0,14,Yes,0,no,0
1010,683,no,0.7,not,5,0,19,0.9,173,4,17,954,1985,2622,16,3,5,No,0,YES,0
1011,772,No,2.6,yes,7,0,6,0.1,100,2,10,741,1471,929,13,6,18,not,1,yes,0
1012,536,Yes,1.4,no,0,1,53,0.7,135,3,0,547,705,1211,15,10,7,Yes,0,yes,0
1013,1694,no,1.8,no,0,0,53,1,186,6,0,1194,1208,1653,7,5,6,Yes,0,no,0
1014,1633,no,1.7,YES,3,1,33,0.9,111,2,19,146,906,511,9,0,7,yes,1,no,0
1015,1371,not,0.5,no,4,0,52,0.5,167,4,19,471,663,3034,13,6,8,no,0,no,0
1016,551,yes,2.8,no,0,1,54,0.1,172,7,15,169,1916,1414,6,1,19,yes,0,Has,0
1017,1221,no,0.5,not,1,1,28,0.5,139,1,7,1895,1976,2438,13,11,10,YES,1,yes,1
1018,1000,Yes,0.5,no,12,0,63,0.7,179,8,18,1537,1761,3744,11,1,7,no,0,YES,1
1019,1986,no,2.7,Yes,3,1,64,0.2,162,4,20,236,1520,1377,5,3,15,YES,1,Yes,0
1020,1119,no,0.5,YES,0,1,23,0.4,164,4,1,821,915,3520,7,4,7,yes,0,no,1
1021,1699,no,0.5,yes,1,0,59,0.5,97,4,3,466,1768,3796,17,10,12,no,1,Yes,1
1022,1099,no,0.5,no,13,1,61,0.3,146,3,20,393,1096,1699,17,10,3,Yes,1,yes,0
1023,1576,no,2.6,no,7,0,58,0.2,90,3,16,400,631,336,14,8,13,Yes,1,Has,0
1024,950,yes,0.5,Not,9,0,55,0.1,156,5,10,774,843,1095,14,12,13,no,1,no,0
1025,1081,yes,2.5,yes,13,0,49,1,99,3,17,284,519,325,9,1,6,No,0,Has,0
1026,606,No,2.5,No,1,1,53,0.2,146,4,2,465,1152,1223,19,12,7,Yes,0,No,0
1027,502,no,1.5,Yes,7,0,37,0.2,199,2,12,705,1810,1649,6,1,14,no,1,no,0
1028,957,YES,0.7,not,0,1,4,0.1,160,2,0,38,1682,1898,12,4,3,yes,1,no,0
1029,1658,YES,1.4,yes,0,1,38,0.3,159,5,0,51,739,2609,12,11,19,Yes,0,no,0
1030,1681,yes,2.5,yes,6,0,18,0.3,167,1,7,850,1005,2265,5,3,20,yes,1,yes,0
1031,1983,Yes,0.5,yes,3,0,43,1,87,6,10,349,676,2775,9,4,3,No,1,has,0
1032,1753,no,1.2,no,8,1,12,0.9,113,7,17,387,1595,1445,17,16,12,has,1,Yes,0
1033,1632,yes,1.4,No,0,0,41,0.1,132,4,1,706,1623,2614,5,4,15,Yes,0,no,0
1034,1949,yes,1.4,no,7,0,57,0.3,145,7,11,951,1178,356,5,3,19,not,0,no,0
1035,1696,no,1.7,no,1,0,13,0.9,97,3,2,179,772,523,5,0,4,no,1,Yes,0
1036,688,No,2.5,Has,0,0,57,0.8,131,7,3,426,1964,3745,17,1,4,No,1,No,1
1037,1104,no,1.7,not,1,1,60,0.4,199,2,13,653,1413,1229,6,0,3,Yes,1,YES,0
1038,1122,no,2.8,NO,0,0,28,0.6,184,3,4,1578,1963,1402,14,10,3,No,1,no,0
1039,504,YES,0.5,yes,2,1,46,0.9,172,5,14,280,1795,2085,13,5,8,yes,0,no,0
1040,1154,no,0.5,no,12,1,14,0.7,156,7,14,251,1801,587,8,3,4,YES,1,YES,0
1041,1727,no,2.1,NO,2,1,63,0.6,85,7,8,1463,1992,2457,19,13,7,yes,0,yes,1
1042,1674,no,2.8,yes,0,1,52,0.2,89,3,7,1432,1649,2030,7,0,6,yes,0,no,0
1043,1948,no,2.8,has,5,1,18,0.2,135,2,14,477,571,816,16,2,3,Yes,0,no,0
1044,1218,yes,2.8,YES,3,0,39,0.8,150,7,14,1122,1746,1667,10,0,12,no,0,no,0
1045,531,no,1.1,NO,10,0,63,0.7,189,7,14,145,1903,2958,17,1,19,no,1,NO,0
